Date,Open,High,Low,Close,Adj Close,Volume
2010-12-31,114.860001,115.139999,114.680000,115.139999,93.716858,145750
2011-01-03,115.940002,116.660004,115.900002,116.220001,94.595909,119200
2011-01-04,116.559998,116.559998,115.500000,116.120003,94.514519,108350
2011-01-05,115.860001,116.800003,115.720001,116.739998,95.019142,717750
2011-01-06,116.839996,116.919998,116.220001,116.540001,94.856369,72450
2011-01-07,116.699997,116.860001,115.480003,116.300003,94.661041,82250
2011-01-10,115.879997,116.279999,115.480003,116.199997,94.579651,124500
2011-01-11,116.660004,116.839996,116.120003,116.580002,94.888947,131700
2011-01-12,117.320000,117.720001,117.099998,117.620003,95.735428,107350
2011-01-13,117.680000,117.739998,117.160004,117.459999,95.605202,96050
2011-01-14,117.300003,118.339996,117.260002,118.300003,96.288895,193400
2011-01-18,118.260002,118.580002,118.040001,118.500000,96.451683,194900
2011-01-19,118.440002,118.500000,117.019997,117.320000,95.491234,111950
2011-01-20,117.080002,117.379997,116.320000,117.180000,95.377304,103450
2011-01-21,117.900002,118.139999,117.320000,117.440002,95.588936,117950
2011-01-24,117.400002,118.199997,117.379997,118.160004,96.174957,455900
2011-01-25,117.800003,118.199997,117.199997,118.120003,96.142380,226550
2011-01-26,118.440002,118.940002,118.239998,118.739998,96.647034,109250
2011-01-27,118.680000,119.099998,118.480003,118.900002,96.777275,297250
2011-01-28,119.080002,119.220001,116.680000,116.800003,95.067993,891400
2011-01-31,117.220001,117.800003,116.940002,117.699997,95.800529,140550
2011-02-01,118.480003,119.779999,118.379997,119.540001,97.298210,147400
2011-02-02,119.239998,119.660004,119.239998,119.339996,97.135399,91000
2011-02-03,119.199997,119.800003,118.500000,119.639999,97.379578,72250
2011-02-04,119.699997,120.019997,119.139999,119.959999,97.640045,97050
2011-02-07,120.300003,121.120003,120.260002,120.720001,98.258636,118050
2011-02-08,120.879997,121.300003,120.599998,121.279999,98.714432,153500
2011-02-09,120.980003,121.279999,120.459999,120.980003,98.470268,139650
2011-02-10,120.400002,121.160004,120.160004,121.019997,98.502823,125200
2011-02-11,120.599998,121.919998,120.559998,121.779999,99.121399,149200
2011-02-14,121.720001,122.139999,121.580002,122.080002,99.365608,92200
2011-02-15,121.720001,121.860001,121.379997,121.639999,99.007469,82150
2011-02-16,122.099998,122.599998,121.980003,122.419998,99.642342,94300
2011-02-17,122.059998,122.959999,121.959999,122.879997,100.016701,158250
2011-02-18,122.959999,123.220001,122.680000,123.080002,100.179520,120800
2011-02-22,121.680000,122.379997,120.239998,120.559998,98.128433,288400
2011-02-23,120.500000,120.760002,119.099998,119.879997,97.574905,276000
2011-02-24,119.660004,120.160004,118.660004,119.760002,97.477264,241300
2011-02-25,120.339996,121.120003,120.199997,121.059998,98.535385,106350
2011-02-28,121.540001,121.940002,121.160004,121.779999,99.121399,208350
2011-03-01,122.279999,122.300003,119.699997,119.699997,97.428429,235350
2011-03-02,119.620003,120.559998,119.500000,120.040001,97.705170,176350
2011-03-03,121.080002,122.239998,121.080002,122.099998,99.381874,136450
2011-03-04,122.059998,122.059998,120.400002,121.199997,98.649307,168250
2011-03-07,121.599998,121.739998,119.599998,120.139999,97.786545,155200
2011-03-08,120.419998,121.620003,119.959999,121.260002,98.698189,106350
2011-03-09,121.059998,121.379997,120.500000,121.120003,98.584213,116450
2011-03-10,119.879997,119.879997,118.760002,118.900002,96.777275,267850
2011-03-11,118.400002,120.139999,118.400002,119.699997,97.428429,134350
2011-03-14,118.959999,119.260002,118.059998,119.000000,96.858643,146100
2011-03-15,115.820000,118.239998,115.620003,117.680000,95.784286,346800
2011-03-16,117.260002,117.559998,114.639999,115.440002,93.961029,339900
2011-03-17,117.139999,117.400002,116.239998,116.879997,95.133118,176200
2011-03-18,118.400002,118.400002,117.139999,117.379997,95.540100,127700
2011-03-21,118.839996,119.379997,118.680000,119.160004,96.988876,136100
2011-03-22,119.180000,119.300003,118.699997,118.739998,96.647034,137800
2011-03-23,118.519997,119.419998,117.940002,119.120003,96.956337,204150
2011-03-24,119.820000,120.379997,119.199997,120.239998,97.867943,110800
2011-03-25,120.019997,120.580002,119.779999,120.059998,98.159019,134300
2011-03-28,120.379997,120.639999,119.760002,119.800003,97.946457,166150
2011-03-29,119.699997,120.620003,119.300003,120.580002,98.584152,110950
2011-03-30,121.239998,121.739998,121.120003,121.400002,99.254555,105550
2011-03-31,121.300003,121.559998,121.099998,121.239998,99.123734,127500
2011-04-01,122.120003,122.339996,121.500000,121.800003,99.581612,70400
2011-04-04,122.099998,122.260002,121.519997,121.860001,99.630661,78800
2011-04-05,121.559998,122.320000,121.559998,121.860001,99.630661,204950
2011-04-06,122.480003,122.500000,121.779999,122.220001,99.924988,142900
2011-04-07,122.059998,122.500000,121.360001,122.000000,99.745117,107150
2011-04-08,122.500000,122.519997,121.019997,121.540001,99.369026,86850
2011-04-11,121.680000,122.019997,120.919998,121.120003,99.025650,139650
2011-04-12,120.500000,120.599998,119.800003,120.239998,98.306168,104800
2011-04-13,120.839996,120.900002,119.800003,120.279999,98.338898,185100
2011-04-14,119.580002,120.500000,119.160004,120.300003,98.355209,78450
2011-04-15,120.500000,121.040001,120.220001,120.720001,98.698616,79700
2011-04-18,119.300003,119.599998,118.440002,119.400002,97.619392,151650
2011-04-19,119.620003,120.139999,119.320000,120.139999,98.224411,78900
2011-04-20,121.580002,121.980003,121.480003,121.760002,99.548920,173250
2011-04-21,122.379997,122.379997,121.940002,122.300003,99.990402,197850
2011-04-25,122.320000,122.400002,121.820000,122.180000,99.892296,99000
2011-04-26,122.620003,123.500000,122.519997,123.239998,100.758911,85050
2011-04-27,123.559998,124.239998,123.000000,124.040001,101.412994,72850
2011-04-28,123.900002,124.599998,123.860001,124.440002,101.740013,66050
2011-04-29,124.500000,124.879997,124.419998,124.800003,102.034386,99000
2011-05-02,125.440002,125.440002,124.320000,124.519997,101.805405,131000
2011-05-03,124.360001,124.519997,123.500000,124.120003,101.478401,66500
2011-05-04,124.099998,124.099998,122.779999,123.279999,100.791618,107000
2011-05-05,122.620003,123.360001,121.639999,122.199997,99.908615,98950
2011-05-06,123.480003,124.000000,122.279999,122.779999,100.382851,138550
2011-05-09,122.800003,123.580002,122.580002,123.279999,100.791618,66000
2011-05-10,123.660004,124.480003,123.519997,124.300003,101.625587,175550
2011-05-11,124.120003,124.120003,122.419998,122.980003,100.546371,174400
2011-05-12,122.680000,123.739998,122.019997,123.639999,101.085953,113500
2011-05-13,123.620003,123.699997,122.199997,122.559998,100.202972,126400
2011-05-16,122.199997,123.019997,121.620003,121.800003,99.581612,113500
2011-05-17,121.360001,121.860001,120.919998,121.779999,99.565239,142400
2011-05-18,121.900002,122.980003,121.680000,122.919998,100.497284,70550
2011-05-19,123.339996,123.459999,122.639999,123.080002,100.628090,266650
2011-05-20,122.860001,123.000000,122.000000,122.260002,99.957687,95450
2011-05-23,120.699997,121.160004,120.400002,120.800003,98.764008,136200
2011-05-24,121.160004,121.360001,120.519997,120.699997,98.682251,89650
2011-05-25,120.160004,121.500000,120.160004,121.099998,99.009315,62300
2011-05-26,120.779999,121.800003,120.540001,121.580002,99.401726,60450
2011-05-27,121.980003,122.400002,121.860001,122.120003,99.843231,47600
2011-05-31,123.300003,123.360001,122.419998,123.339996,100.840698,172500
2011-06-01,123.040001,123.040001,120.540001,120.599998,98.600517,222000
2011-06-02,120.699997,120.919998,119.820000,120.459999,98.486069,211800
2011-06-03,119.000000,120.180000,119.000000,119.300003,97.537659,148450
2011-06-06,119.059998,119.180000,117.940002,118.040001,96.507500,113250
2011-06-07,118.519997,118.940002,117.860001,117.879997,96.376678,203700
2011-06-08,117.699997,118.080002,117.260002,117.400002,95.984245,87600
2011-06-09,117.779999,118.779999,117.459999,118.300003,96.720055,43350
2011-06-10,117.839996,117.860001,116.400002,116.639999,95.362869,106750
2011-06-13,116.900002,117.220001,116.180000,116.720001,95.428284,77900
2011-06-14,117.820000,118.660004,117.820000,118.220001,96.654663,75400
2011-06-15,117.279999,117.559998,115.900002,116.160004,94.970451,79700
2011-06-16,116.199997,116.900002,115.540001,116.379997,95.150291,66050
2011-06-17,117.480003,117.500000,116.379997,116.699997,95.411926,58800
2011-06-20,116.339996,117.559998,116.320000,117.360001,95.951515,53700
2011-06-21,117.940002,119.160004,117.839996,118.959999,97.259666,132450
2011-06-22,118.660004,119.260002,118.199997,118.260002,96.687363,106050
2011-06-23,116.839996,117.900002,116.000000,117.860001,96.360321,260750
2011-06-24,117.320000,117.360001,115.800003,116.000000,95.300507,114500
2011-06-27,116.080002,117.419998,115.820000,116.980003,96.105682,77850
2011-06-28,117.480003,118.519997,117.360001,118.480003,97.337967,59500
2011-06-29,119.099998,119.699997,118.660004,119.540001,98.208832,125350
2011-06-30,119.940002,120.839996,119.820000,120.680000,99.145401,124850
2011-07-01,120.739998,122.599998,120.540001,122.500000,100.640625,139550
2011-07-05,122.400002,122.599998,122.000000,122.300003,100.476326,91850
2011-07-06,122.080002,122.639999,121.760002,122.480003,100.624214,94850
2011-07-07,123.580002,124.099998,123.379997,123.820000,101.725075,195400
2011-07-08,122.400002,122.980003,122.019997,122.980003,101.034988,105600
2011-07-11,121.440002,121.839996,120.440002,120.699997,99.161827,92750
2011-07-12,120.459999,121.419998,120.160004,120.160004,98.718201,132400
2011-07-13,120.820000,121.820000,120.320000,120.580002,99.063255,129700
2011-07-14,120.919998,121.379997,119.519997,119.800003,98.422447,55900
2011-07-15,120.459999,120.580002,119.639999,120.459999,98.964668,40350
2011-07-18,119.940002,120.019997,118.559998,119.440002,98.126701,94000
2011-07-19,120.139999,121.480003,120.080002,121.379997,99.720497,233300
2011-07-20,121.760002,121.779999,121.160004,121.379997,99.720497,90750
2011-07-21,122.000000,123.239998,121.779999,123.000000,101.051430,234250
2011-07-22,123.000000,123.199997,122.400002,123.099998,101.133575,90250
2011-07-25,121.879997,123.000000,121.800003,122.400002,100.558495,183650
2011-07-26,122.320000,122.500000,121.680000,121.879997,100.131271,138850
2011-07-27,121.199997,121.239998,119.300003,119.459999,98.143089,470300
2011-07-28,119.419998,120.480003,118.959999,119.120003,97.863777,169150
2011-07-29,117.959999,119.360001,117.440002,118.199997,97.107933,194600
2011-08-01,119.779999,119.820000,116.680000,117.779999,96.762878,435950
2011-08-02,116.959999,117.500000,114.779999,114.839996,94.347527,258400
2011-08-03,114.959999,115.540001,112.980003,115.419998,94.824036,380550
2011-08-04,113.879997,113.959999,109.839996,110.019997,90.387604,504200
2011-08-05,111.379997,111.660004,106.940002,109.779999,90.190430,538450
2011-08-08,106.019997,108.239998,102.540001,102.739998,84.406677,790300
2011-08-09,104.400002,107.400002,100.919998,107.339996,88.185837,579800
2011-08-10,105.459999,106.300003,102.480003,102.680000,84.357414,403100
2011-08-11,103.720001,108.699997,103.260002,107.180000,88.054382,919300
2011-08-12,108.480003,109.000000,107.320000,108.040001,88.760941,307200
2011-08-15,109.099998,110.400002,108.860001,110.260002,90.584785,225950
2011-08-16,109.220001,110.360001,108.239998,109.320000,89.812492,263800
2011-08-17,110.000000,110.800003,108.599998,109.440002,89.911110,160550
2011-08-18,106.580002,106.699997,103.739998,104.900002,86.181252,524000
2011-08-19,103.360001,105.820000,102.839996,102.900002,84.538132,1438400
2011-08-22,105.320000,105.379997,102.779999,102.980003,84.603859,246400
2011-08-23,103.519997,106.580002,103.000000,106.540001,87.528580,301950
2011-08-24,106.320000,108.080002,106.059998,108.000000,88.728096,151000
2011-08-25,108.720001,109.180000,105.620003,106.379997,87.397125,294150
2011-08-26,105.660004,108.279999,104.019997,107.779999,88.547333,197500
2011-08-29,109.339996,110.959999,109.239998,110.919998,91.127022,159000
2011-08-30,110.500000,111.919998,109.660004,111.120003,91.291328,129900
2011-08-31,111.980003,112.900002,110.919998,111.680000,91.751381,214950
2011-09-01,111.739998,112.800003,110.540001,110.599998,90.864128,274900
