,diversity,environment,culture,worklife,pay,growth,leadership,personaldevelopment
University of Washington,0.7887111111111111,0.5633650793650794,0.43582496092877876,0.7832408575031525,1.4243414812112367,0.7555508249068653,0.5481994704324802,0.8853325942350333
Pivotal,2.3661333333333334,1.1267301587301588,1.5055771377539628,0.5594577553593947,0.7769135352061292,0.47221926556679084,1.253027360988526,1.0820731707317073
Lawrence Berkeley National Laboratory,0.7887111111111111,0.845047619047619,0.5150658629158295,0.44756620428751576,2.265997811017877,0.5666631186801491,0.3132568402471315,0.5902217294900222
Atlassian,1.5774222222222223,1.4084126984126983,1.9414020986827416,0.8951324085750315,0.7121707406056184,1.8888770622671633,0.9397705207413946,1.5739246119733925
Box Inc. ,0.7887111111111111,1.4084126984126983,1.148993078812235,0.22378310214375788,1.2948558920102153,1.5111016498137306,0.9397705207413946,0.7869623059866963
Guidewire Software,0.0,0.7042063492063492,1.0895624023219468,0.27972887767969734,0.9711419190076614,1.0624933475252794,1.468391438658429,1.5985171840354768
"The University of California, Berkeley",0.0,0.528154761904762,0.6933578923866934,1.1189155107187894,1.4567128785114922,0.7083288983501863,0.5873565754633716,1.229628603104213
"Argo Group International Holdings, Ltd.",0.7887111111111111,1.1267301587301588,1.2282339807992855,0.44756620428751576,0.9063991244071506,0.7555508249068653,1.7229126213592234,1.6722949002217296
NVIDIA Corporation,1.5774222222222223,0.845047619047619,0.9508908238446082,1.902156368221942,0.6474279460051077,0.28333155934007453,0.5481994704324802,0.8853325942350333
"Milliman, Inc.",2.3661333333333334,2.112619047619048,0.8716499218575575,2.9091803278688526,1.2301130974097045,0.7555508249068653,1.331341571050309,1.1804434589800443
"Amazon.com, Inc.",0.0,1.2675714285714286,0.4754454119223041,2.6853972257250946,0.9063991244071506,0.47221926556679084,1.0180847308031773,0.2951108647450111
"Square, Inc.",1.5774222222222223,1.8309365079365079,1.3470953337798617,1.2308070617906683,0.3884567676030646,0.6611069717935072,1.879541041482789,0.8853325942350333
Booz Allen Hamilton Inc.,0.7887111111111111,1.1267301587301588,0.9905112748381335,0.6713493064312737,1.4243414812112367,0.8499946780202235,0.626513680494263,1.2788137472283814
Uber,0.0,0.2816825396825397,0.7924090198705068,1.0070239596469104,1.68331265961328,0.18888770622671633,0.4698852603706973,0.2951108647450111
Numerator ,1.5774222222222223,1.9717777777777779,1.7036793927215896,0.5594577553593947,1.4243414812112367,2.738871740287387,1.6445984112974403,0.7869623059866963
SAP Aktiengesellschaft,0.0,0.9858888888888889,0.8716499218575575,0.22378310214375788,0.7769135352061292,0.6611069717935072,1.0180847308031773,1.0820731707317073
"Beijing Bytedance Technology Co., Ltd",0.7887111111111111,0.845047619047619,1.3074748827863363,3.356746532156368,0.12948558920102152,0.8499946780202235,0.8614563106796117,0.4918514412416851
The University of Minnesota,0.7887111111111111,0.845047619047619,0.3169636079482027,0.8951324085750315,1.877541043414812,0.5666631186801491,0.4698852603706973,0.7869623059866963
Lockheed Martin Corporation,1.5774222222222223,1.2675714285714286,0.9508908238446082,0.7832408575031525,1.4243414812112367,0.47221926556679084,1.0180847308031773,0.6885920177383592
Comcast Corporation,0.7887111111111111,0.9858888888888889,0.7527885688769814,1.2308070617906683,0.3884567676030646,0.09444385311335816,0.8614563106796117,0.6885920177383592
The Boston Consulting Group Inc.,0.7887111111111111,0.9858888888888889,0.8320294708640321,5.930252206809584,0.84165632980664,0.47221926556679084,0.39157105030891437,1.2788137472283814
DTE Energy,0.7887111111111111,0.9858888888888889,1.069752176825184,0.8951324085750315,0.4531995622035753,0.6611069717935072,1.0180847308031773,0.6885920177383592
"AirBnb, Inc.",1.5774222222222223,1.1267301587301588,1.148993078812235,0.33567465321563683,0.32371397300255383,0.7555508249068653,1.0963989408649604,1.1804434589800443
"Netflix, Inc.",1.5774222222222223,1.4084126984126983,1.1093726278187095,2.0140479192938208,0.7121707406056184,0.9444385311335817,0.9397705207413946,0.7869623059866963
"Zillow, Inc.",0.7887111111111111,0.4225238095238095,1.3074748827863363,0.6713493064312737,0.6474279460051077,0.6611069717935072,1.253027360988526,0.6885920177383592
Fidelity Management and Research LLC,0.0,1.4084126984126983,0.7924090198705068,0.8951324085750315,0.9711419190076614,0.47221926556679084,0.5481994704324802,0.3934811529933481
Brown-Forman Corporation,0.7887111111111111,1.4084126984126983,0.9905112748381335,0.5594577553593947,0.4531995622035753,1.1333262373602981,1.0963989408649604,0.3934811529933481
"Genentech, Inc.",0.7887111111111111,0.2816825396825397,1.030131725831659,0.11189155107187894,0.3884567676030646,0.8499946780202235,1.0963989408649604,1.5739246119733925
Duke University,1.5774222222222223,0.845047619047619,0.5943067649028801,1.3426986128625473,1.877541043414812,1.03888238424694,0.4698852603706973,0.3934811529933481
"PROS Holdings, Inc.",0.7887111111111111,0.845047619047619,1.030131725831659,0.44756620428751576,0.7769135352061292,0.5666631186801491,1.1747131509267432,1.5739246119733925
Roche Holding Ltd,0.7887111111111111,0.845047619047619,0.9905112748381335,1.2308070617906683,0.9711419190076614,0.5666631186801491,1.331341571050309,1.0820731707317073
The University of Utah,2.3661333333333334,0.845047619047619,0.4754454119223041,0.8951324085750315,1.942283838015323,0.7555508249068653,0.626513680494263,0.19674057649667406
"Cisco Systems, Inc.",1.5774222222222223,0.4225238095238095,0.9905112748381335,1.0070239596469104,1.2301130974097045,0.9444385311335817,0.7048278905560459,0.4918514412416851
Southern California Edison Company,0.7887111111111111,0.7042063492063492,1.2282339807992855,0.7832408575031525,0.12948558920102152,0.6611069717935072,1.4879699911738746,1.0820731707317073
Bayer Corporation,1.5774222222222223,0.4225238095238095,1.3470953337798617,1.2308070617906683,0.7769135352061292,0.7555508249068653,1.4879699911738746,0.7869623059866963
Mastercard Incorporated,2.3661333333333334,1.690095238095238,1.069752176825184,1.4545901639344263,0.7121707406056184,1.03888238424694,1.331341571050309,1.1804434589800443
Adobe Systems Incorporated,1.5774222222222223,1.4084126984126983,1.069752176825184,0.7832408575031525,0.5179423568040861,0.9444385311335817,1.1747131509267432,1.0820731707317073
"The Capital Group Companies, Inc.",2.3661333333333334,1.9717777777777779,0.8716499218575575,1.566481715006305,0.3884567676030646,1.03888238424694,1.879541041482789,1.0820731707317073
LinkedIn Corporation,0.7887111111111111,0.9858888888888889,1.6640589417280642,0.44756620428751576,0.5179423568040861,0.8499946780202235,1.0180847308031773,0.7869623059866963
International Business Machines Corporation,0.7887111111111111,1.1267301587301588,0.9508908238446082,0.44756620428751576,0.5179423568040861,0.7555508249068653,1.5662842012356575,0.8853325942350333
Arizona State University,0.0,0.5690556357223024,0.36018591812295764,0.678130612556842,1.2425384822320247,0.4769891571381726,0.23731578806600873,0.19872785504714552
Capital One Financial Corporation,0.8763456790123457,1.5649029982363316,0.7924090198705068,0.24864789127084208,1.0071101382301675,0.8395009165631837,0.7831421006178287,0.6558019216555802
"Ascendum Solutions, LLC.",0.8763456790123457,1.2519223985890653,1.4087271464364566,0.7459436738125262,1.2948558920102153,0.6296256874223878,1.9143473570658036,0.9837028824833702
Salesforce,1.7526913580246914,1.4084126984126983,1.0565453598273424,1.2432394563542104,0.8632372613401434,0.7345633019927857,0.8701578895753653,1.3116038433111603
Dell Technologies Inc.,0.8763456790123457,0.938941798941799,0.9244771898489246,0.3729718369062631,1.5106652073452511,0.6296256874223878,0.6961263116602923,0.9837028824833702
Logistics Management Institute,1.7526913580246914,0.4694708994708995,1.1445908064796209,0.8702676194479473,0.6474279460051077,0.9444385311335817,2.00136314602334,1.3116038433111603
Apple Inc.,0.8763456790123457,1.5649029982363316,0.5722954032398104,2.1135070758021577,0.4316186306700717,0.5246880728519898,0.5220947337452192,0.5465016013796502
Intuit Inc.,0.0,0.7824514991181658,1.5407953164148744,1.3675634019896314,0.5035550691150837,1.2592513748447756,0.9571736785329018,1.3116038433111603
Intel Corporation,0.0,1.095432098765432,0.7924090198705068,1.4918873476250525,1.0790465766751793,0.41975045828159185,0.8701578895753653,0.6558019216555802
Henkel AG & Co. KGaA,1.7526913580246914,0.7824514991181658,0.8804544665227854,1.7405352388958946,0.7193643844501196,0.8395009165631837,1.7403157791507307,0.6558019216555802
American Express Company,4.381728395061728,1.5649029982363316,0.9244771898489246,0.9945915650833683,1.5826016457902632,0.6296256874223878,0.9571736785329018,0.6558019216555802
Google Inc.,0.0,0.15649029982363316,0.7924090198705068,0.8702676194479473,0.07193643844501196,0.6296256874223878,0.34806315583014613,0.3279009608277901
"Autodesk, Inc.",0.0,1.095432098765432,1.3647044231103174,0.8702676194479473,0.8632372613401434,0.9444385311335817,1.479268412278121,1.0930032027593004
Accenture Ltd,0.0,0.3129805996472663,1.496772593088735,1.9891831301667366,1.0071101382301675,0.41975045828159185,0.7831421006178287,1.5302044838630204
H. E. Butt Grocery Company,0.0,0.4694708994708995,0.5282726799136712,1.3675634019896314,0.14387287689002393,0.10493761457039796,0.8701578895753653,0.43720128110372014
"The Home Depot, Inc.",0.0,0.3521031746031746,0.7428834561286002,2.09796658259773,1.213927398759577,0.11805481639169771,1.1747131509267432,0.7377771618625277
Fractal Analytics Inc,3.9435555555555557,1.056309523809524,1.2876646572895736,1.258779949558638,1.2948558920102153,1.5347126130920703,2.1536407766990293,1.9674057649667405
Nielsen Holdings B.V.,0.9858888888888889,0.7042063492063492,1.4857669122572004,1.3986443883984867,1.0520704122582998,1.0624933475252794,1.2726059135039718,0.6148143015521065
Sandia National Laboratories,3.9435555555555557,1.232361111111111,0.6438323286447868,0.27972887767969734,0.9711419190076614,0.5902740819584885,1.0768203883495147,1.1066657427937916
Tata Consultancy Services Limited,0.0,0.1760515873015873,0.5943067649028801,0.9790510718789407,1.6185698650127691,1.180548163916977,0.5873565754633716,0.6148143015521065
"Lyft, Inc.",0.9858888888888889,1.056309523809524,1.0895624023219468,1.3986443883984867,1.1329989055089384,1.180548163916977,1.1747131509267432,0.7377771618625277
"Indeed, Inc.",1.9717777777777779,1.9365674603174603,0.9905112748381335,0.5594577553593947,1.2948558920102153,1.180548163916977,0.8810348631950574,1.4755543237250555
"Twitter, Inc.",0.0,1.263960113960114,1.0667044498256821,0.4303521195072267,0.5810250797481735,0.36324558889753145,1.9076538348383008,0.7566945249872079
"Doma Holdings, Inc.",0.0,0.7222629222629222,0.8127271998671864,0.0,0.33201433128467056,1.210818629658438,0.4016113336501686,1.2611575416453464
Northrop Grumman,1.0516148148148148,0.938941798941799,0.7395817518791397,1.0443211433375368,0.7769135352061292,0.2518502749689551,1.1486084142394821,1.0492830746489283
Massachusetts Mutual Life Insurance Company,2.2534603174603176,1.6096145124716554,1.4150161069116194,1.4386056566384435,1.6648147182988482,0.6745989508097012,0.7831421006178287,1.6863477985429205
DoorDash,0.0,0.40240362811791386,0.6792077313175773,1.2787605836786164,2.0347735445874813,0.6745989508097012,0.33563232883621236,0.2810579664238201
ServiceNow,0.0,1.0060090702947846,1.4150161069116194,0.3196901459196541,0.3699588262886329,2.0237968524291037,1.4544067582902533,1.1242318656952803
Deloitte ,0.0,1.0060090702947846,0.6792077313175773,4.31581696991533,1.202366185438057,0.4047593704858207,0.6712646576724247,1.9674057649667405
Humana Inc.,0.0,0.4267917267917268,0.5402788771844365,0.5085979594176315,0.9809514333410722,0.572386988565807,0.8306052582310305,0.7452294564267957
Ford Motor Company,0.0,1.1267301587301588,0.9508908238446082,1.3426986128625473,0.5179423568040861,0.5666631186801491,0.626513680494263,0.3934811529933481
"Verisk Analytics, Inc.",0.0,1.1267301587301588,1.1093726278187095,1.566481715006305,2.0717694272163443,0.9444385311335817,1.0963989408649604,0.3934811529933481
General Electric Company,0.0,0.7042063492063492,0.9905112748381335,1.9581021437578814,1.1329989055089384,0.9444385311335817,0.978927625772286,0.4918514412416851
Verizon Communications Inc.,0.0,0.4694708994708995,1.320681699784178,1.4918873476250525,1.0790465766751793,0.9444385311335817,2.088378934980877,0.6558019216555802
US Department of the Air Force,0.0,0.0,1.0565453598273424,2.610802858343842,0.6474279460051077,0.3148128437111939,0.2610473668726096,0.0
"PayPal, Inc.",0.0,3.2862962962962965,1.1886135298057603,0.7459436738125262,1.0790465766751793,1.5740642185559695,1.0441894674904384,0.9837028824833702
